DATASET_PIECHART 
SEPARATOR TAB
DATASET_LABEL	BUSCO_score
COLOR	#000000
FIELD_COLORS	#000000	#999999	#ffffff
FIELD_LABELS	Complete	Fragmented	Missing
LEGEND_TITLE	BUSCO_score
LEGEND_SHAPES	2	2	2
LEGEND_COLORS	#000000	#999999	#ffffff
LEGEND_LABELS	Complete	Fragmented	Missing
DATA
ANAIGN	-1	20	63.33333333	14.44444444	22.22222222
TRIVAG	-1	20	59.86622074	5.016722408	35.11705686
TRIMAR	-1	20	45.97701149	5.363984674	48.65900383
MONEXI	-1	20	58.67158672	7.380073801	33.94833948
PARPYR	-1	20	66.92607004	10.11673152	22.95719844
BARSPE	-1	20	47.19101124	7.116104869	45.6928839
CARMEM	-1	20	51.43884892	11.8705036	36.69064748
DYSBRE	-1	20	32.15686275	12.94117647	54.90196078
GIAINT	-1	20	24.80620155	5.813953488	69.37984496
SPISAL	-1	20	18.82352941	6.666666667	74.50980392
TRESPE	-1	20	20.0	6.274509804	73.7254902
ANDGOD	-1	20	79.21568627	5.490196078	15.29411765
STYINC	-1	20	70.37037037	5.555555556	24.07407407
PHAKIR	-1	20	85.32818533	6.563706564	8.108108108
NEODAM	-1	20	86.87258687	4.633204633	8.494208494
NAEFOW	-1	20	88.50574713	2.298850575	9.195402299
PERSWS	-1	20	59.77443609	3.759398496	36.46616541
ENTSUL	-1	20	71.32352941	11.39705882	17.27941176
EUGLON	-1	20	84.03041825	6.463878327	9.505703422
HEMPHA	-1	20	69.11764706	8.823529412	22.05882353
RHYHUM	-1	20	70.22058824	7.720588235	22.05882353
PAPANK	-1	20	66.17647059	6.985294118	26.83823529
APISPI	-1	20	66.42066421	7.749077491	25.8302583
PERSPE	-1	20	35.13513514	6.563706564	58.3011583
BODSAL	-1	20	55.5984556	9.266409266	35.13513514
LEIMAJ	-1	20	53.87596899	10.07751938	36.04651163
TRYBRU	-1	20	57.75193798	6.589147287	35.65891473
ANCTWI	-1	20	58.33333333	21.59090909	20.07575758
HEMKUK	-1	20	50.18587361	10.03717472	39.77695167
SPISPE	-1	20	56.92883895	6.367041199	36.70411985
NUTLON	-1	20	52.49042146	27.20306513	20.30651341
FABTRO	-1	20	52.23880597	23.50746269	24.25373134
GEFOKE	-1	20	79.55390335	2.602230483	17.84386617
RIGRAM	-1	20	87.14285714	6.785714286	6.071428571
DIPROT	-1	20	91.83673469	2.040816327	6.12244898
MANSPH	-1	20	91.43968872	1.945525292	6.614785992
ARCINT	-1	20	85.50185874	1.486988848	13.01115242
VERVER	-1	20	89.23076923	3.461538462	7.307692308
ACACAS	-1	20	96.09375	1.171875	2.734375
ENTHIS	-1	20	53.99239544	4.942965779	41.06463878
MASBAL	-1	20	80.30888031	4.247104247	15.44401544
PLAFUN	-1	20	94.55252918	3.112840467	2.33463035
PHYPOL	-1	20	81.22605364	5.747126437	13.02681992
DICDIS	-1	20	93.41085271	1.550387597	5.03875969
POLPAL	-1	20	86.77042802	7.392996109	5.836575875
LENLIM	-1	20	46.94656489	18.70229008	34.35114504
PYGBIF	-1	20	62.35294118	14.90196078	22.74509804
THETRA	-1	20	81.56862745	7.058823529	11.37254902
PARATL	-1	20	76.24521073	18.3908046	5.363984674
ROZALL	-1	20	71.37254902	11.37254902	17.25490196
ENCINT	-1	20	30.58823529	5.098039216	64.31372549
VAVCUL	-1	20	24.21875	6.25	69.53125
PARTRI	-1	20	90.25157233	2.830188679	6.918238994
SPIPUN	-1	20	94.921875	2.734375	2.34375
GONPRO	-1	20	91.08527132	3.488372093	5.426356589
NEOSPE	-1	20	90.90909091	1.253918495	7.836990596
ALLMAC	-1	20	94.73684211	2.506265664	2.756892231
COEREV	-1	20	93.33333333	3.921568627	2.745098039
RAMBRE	-1	20	86.77042802	5.836575875	7.392996109
MORVER	-1	20	98.86792453	0.7547169811	0.3773584906
UMBRAM	-1	20	96.10894942	1.556420233	2.33463035
SYNPLU	-1	20	90.69767442	5.813953488	3.488372093
BASMER	-1	20	98.27586207	1.034482759	0.6896551724
RHIIRR	-1	20	94.96124031	1.937984496	3.100775194
USTMAY	-1	20	98.82352941	0.3921568627	0.7843137255
AGABIS	-1	20	96.51162791	1.550387597	1.937984496
CRYNEO	-1	20	96.875	2.34375	0.78125
SCHPOM	-1	20	96.88715953	0.3891050584	2.723735409
NEUCRA	-1	20	94.90196078	0.3921568627	4.705882353
SACCER	-1	20	93.38521401	1.167315175	5.447470817
CHRPER	-1	20	92.578125	3.90625	3.515625
CREFRA	-1	20	95.71984436	1.945525292	2.33463035
CAPOWC	-1	20	93.8697318	2.298850575	3.831417625
DIAGRA	-1	20	92.27799228	3.088803089	4.633204633
MONBRE	-1	20	78.82352941	7.450980392	13.7254902
SALKVE	-1	20	95.05703422	2.661596958	2.281368821
LEUCOM	-1	20	95.48611111	2.430555556	2.083333333
MNELEI	-1	20	83.84615385	8.076923077	8.076923077
NEMVEC	-1	20	93.41085271	5.426356589	1.162790698
TRIADH	-1	20	92.96875	4.6875	2.34375
ACAPLA	-1	20	99.62121212	0.3787878788	0.0
CIOINT	-1	20	85.76923077	6.923076923	7.307692308
BRABEL	-1	20	99.6124031	0.0	0.3875968992
DANRER	-1	20	99.27007299	0.7299270073	0.0
HOMSAP	-1	20	100.0	0.0	0.0
IXOSCA	-1	20	98.84615385	0.7692307692	0.3846153846
DAPMAG	-1	20	92.54901961	1.960784314	5.490196078
BOMMOR	-1	20	84.43579767	8.949416342	6.614785992
DROMEL	-1	20	100.0	0.0	0.0
SCHMAN	-1	20	87.59689922	6.589147287	5.813953488
CRAGIG	-1	20	100.0	0.0	0.0
RAMVAR	-1	20	92.7480916	3.053435115	4.198473282
PRIPAC	-1	20	93.48659004	3.0651341	3.448275862
STRRAT	-1	20	84.84848485	6.818181818	8.333333333
CAEELE	-1	20	98.0620155	0.7751937984	1.162790698
PICSPE	-1	20	35.92592593	26.2962963	37.77777778
MICMAR	-1	20	69.75088968	18.50533808	11.74377224
PALBIL	-1	20	62.04379562	11.31386861	26.64233577
GONPAC	-1	20	70.63197026	15.6133829	13.75464684
GUITHE	-1	20	80.45112782	9.77443609	9.77443609
BAFFRI	-1	20	80.78291815	10.3202847	8.896797153
GEMCRY	-1	20	74.63768116	9.057971014	16.30434783
DIALUT	-1	20	83.59375	5.46875	10.9375
GEPOCE	-1	20	68.84057971	13.4057971	17.75362319
PRYPAR	-1	20	73.64620939	6.498194946	19.85559567
CHOSPE	-1	20	91.27906977	3.197674419	5.523255814
PTESPE	-1	20	80.60836502	6.463878327	12.92775665
ACASPE	-1	20	70.94339623	15.47169811	13.58490566
RAPHET	-1	20	83.63636364	7.272727273	9.090909091
RHOMAR	-1	20	89.88326848	5.058365759	5.058365759
MADERY	-1	20	54.34782609	25.0	20.65217391
CYAMER	-1	20	71.09375	7.421875	21.484375
GALSUL	-1	20	78.49056604	7.924528302	13.58490566
RUSMAR	-1	20	77.27272727	5.194805195	17.53246753
GRACHO	-1	20	81.00775194	5.03875969	13.95348837
PORPUR	-1	20	73.88059701	7.462686567	18.65671642
CYAGLO	-1	20	34.88372093	8.914728682	56.20155039
CYAPAR	-1	20	85.32818533	3.474903475	11.1969112
GLOWIT	-1	20	87.98701299	4.545454545	7.467532468
CHLATM	-1	20	90.625	4.6875	4.6875
KLENIT	-1	20	97.265625	1.5625	1.171875
CHABRA	-1	20	79.7752809	10.86142322	9.36329588
MARPOL	-1	20	99.61977186	0.3802281369	0.0
PHYPAT	-1	20	100.0	0.0	0.0
CYCPAN	-1	20	95.07042254	2.112676056	2.816901408
ARATHA	-1	20	100.0	0.0	0.0
SORBIC	-1	20	100.0	0.0	0.0
PRACOL	-1	20	85.09803922	5.098039216	9.803921569
MICSPE	-1	20	80.54474708	5.447470817	14.0077821
OSTTAU	-1	20	80.46875	5.859375	13.671875
NEPPYR	-1	20	65.38461538	21.92307692	12.69230769
CHLVAR	-1	20	78.90625	7.421875	13.671875
COCSUB	-1	20	86.1003861	4.633204633	9.266409266
CAULEN	-1	20	70.38461538	6.538461538	23.07692308
CHLREI	-1	20	91.76470588	3.921568627	4.31372549
MONNEG	-1	20	49.01960784	23.1372549	27.84313725
TELSPE	-1	20	81.08108108	10.81081081	8.108108108
TELSUB	-1	20	83.84879725	7.903780069	8.24742268
ELPMAR	-1	20	59.07335907	11.1969112	29.72972973
LEPVOR	-1	20	76.0	13.0	11.0
PLABRA	-1	20	89.0625	3.515625	7.421875
LAPGUS	-1	20	77.89473684	11.22807018	10.87719298
BREMOT	-1	20	54.47470817	15.17509728	30.35019455
BIGNAT	-1	20	73.46153846	11.15384615	15.38461538
MATSPE	-1	20	77.90697674	9.302325581	12.79069767
PAUCHR	-1	20	79.62264151	12.0754717	8.301886792
BICSPE	-1	20	47.45098039	18.03921569	34.50980392
HALSEO	-1	20	84.70149254	4.850746269	10.44776119
HALSPE	-1	20	64.31372549	11.76470588	23.92156863
PLATAR	-1	20	71.64750958	10.72796935	17.62452107
MASSPE	-1	20	74.32950192	6.513409962	19.15708812
AURLIM	-1	20	86.69201521	2.281368821	11.02661597
HONFER	-1	20	87.20930233	2.713178295	10.07751938
HYPCAT	-1	20	71.04247104	15.83011583	13.12741313
PHYINF	-1	20	90.45801527	4.580152672	4.961832061
SAPDIC	-1	20	93.93939394	1.136363636	4.924242424
PHATRI	-1	20	83.65758755	4.6692607	11.67315175
NANOCE	-1	20	91.6	3.0	5.4
CHASUB	-1	20	72.90076336	9.923664122	17.17557252
CLAOKA	-1	20	91.07142857	2.5	6.428571429
COLSPE	-1	20	93.60902256	2.631578947	3.759398496
COLVIE	-1	20	66.30434783	14.85507246	18.84057971
STECOE	-1	20	78.17109145	5.014749263	16.81415929
STEHIS	-1	20	76.08695652	4.347826087	19.56521739
PARTET	-1	20	80.48780488	2.7100271	16.80216802
PSEPER	-1	20	56.80933852	8.171206226	35.01945525
TETTHE	-1	20	78.22878229	3.6900369	18.08118081
PERMAR	-1	20	64.14473684	11.51315789	24.34210526
HEMSPE	-1	20	73.43173432	7.011070111	19.55719557
CRYCOH	-1	20	66.54135338	7.894736842	25.56390977
SYMSPE	-1	20	60.48951049	11.53846154	27.97202797
CHRVEL	-1	20	66.27906977	11.24031008	22.48062016
VITBRA	-1	20	78.59922179	7.003891051	14.39688716
TOXGON	-1	20	61.17647059	8.62745098	30.19607843
CRYMUR	-1	20	53.307393	7.782101167	38.91050584
PLAFAL	-1	20	56.640625	3.515625	39.84375
THEPAR	-1	20	46.09375	10.9375	42.96875
